Store_Id,Customer_Name,Customer_Email,Satisfaction
1,Acton Sweet,Aliquam@metusurnaconvallis.net,9
1,Fiona Juarez,ridiculus@aliquet.edu,5
1,Josiah Gordon,posuere@scelerisquemollis.edu,3
1,Isabella Price,lacus@quamCurabiturvel.edu,3
1,Eric Clay,bibendum.Donec@a.edu,9
1,Kylan Schmidt,lacus.Mauris.non@Inscelerisquescelerisque.net,10
1,Nola Little,ac@lobortisquama.ca,5
1,Lucius Cortez,consectetuer.adipiscing.elit@sagittisNullam.org,7
1,Gavin Kirkland,sagittis@Cumsociisnatoque.net,2
1,Ignatius Pollard,Nullam.vitae@cursus.net,9
1,Raymond Weaver,amet.luctus@duinectempus.co.uk,5
1,Hilda Kane,Ut.tincidunt.vehicula@enim.net,8
1,Perry Levine,Curae.Phasellus@lacusUt.ca,2
1,Vincent Campos,lorem.lorem@mus.co.uk,7
1,Phelan Murphy,Mauris.vestibulum.neque@nonummyipsum.org,4
1,Shea House,non.magna@anteNuncmauris.org,7
1,Amery Leonard,euismod.et.commodo@mollis.co.uk,1
1,Herman Nelson,ullamcorper.velit.in@vitaemaurissit.ca,5
1,Keegan Gilmore,arcu.Vestibulum@euismodetcommodo.ca,7
1,Bo Page,non.cursus@amet.com,3
1,Zenaida Guerra,libero@tellus.net,3
1,Xavier Marsh,Cum.sociis@sedtortorInteger.edu,2
1,Jolene Travis,tempor@elementum.com,8
1,Tatiana Carter,non.leo@Nullam.net,4
1,Yvette Harris,pellentesque.tellus@porta.net,10
1,Kirestin Burns,blandit.mattis.Cras@elementumsem.edu,8
1,Uta Maldonado,tincidunt.congue@nonenimMauris.org,9
1,Kitra Reid,pede.ac.urna@auctorodio.net,3
1,Lacota Cannon,libero.est@convalliserateget.org,7
1,Jelani Ryan,ultrices@Aliquam.com,4
1,Aspen Richardson,felis.adipiscing@lacus.ca,5
1,Lester Lynn,egestas@eu.com,1
1,Orson Marks,ipsum@afacilisisnon.ca,3
1,Brian Mclaughlin,Aliquam@Crasdictumultricies.co.uk,9
1,Elmo Morin,rutrum.magna@tincidunt.org,7
1,Maggie Clements,nisi.Aenean@risusatfringilla.ca,10
1,Lance Ellison,sodales.Mauris.blandit@etrutrumnon.com,1
1,Justin Huffman,erat@pretiumneque.org,6
1,Octavius Cash,augue.eu@eu.com,8
