Store_Id,Customer_Name,Customer_Email,Satisfaction
2,Clementine Gutierrez,neque@atlibero.edu,6
2,Roanna York,vitae.mauris@laoreetliberoet.co.uk,4
2,Marshall Herring,neque@lectusconvallisest.org,8
2,Ann Velasquez,elit.Aliquam.auctor@etnetuset.edu,3
2,Alyssa Hartman,facilisis@turpis.com,7
2,Odysseus Black,Nulla.eget.metus@condimentum.org,7
2,Ezra Boyd,commodo@tempusnon.com,1
2,April Rocha,elit@porttitorinterdum.com,3
2,Knox Maxwell,sed.consequat.auctor@Nullatinciduntneque.co.uk,10
2,Kelly Dalton,pretium.aliquet.metus@velit.net,3
2,Martha Mcintyre,Donec@nullaInteger.edu,5
2,Tanner Wilkerson,bibendum.ullamcorper.Duis@pellentesqueSed.org,9
2,Phelan Cantu,ac.orci@nibhvulputate.edu,9
2,Pamela Shelton,lacus.pede.sagittis@Inat.co.uk,8
2,Hollee Washington,Nulla.tincidunt@ad.net,8
2,Pamela Douglas,a@Morbivehicula.edu,3
2,Hope Salinas,eros.Nam@miDuis.org,2
2,Hall Osborn,turpis@Donecnibh.co.uk,1
2,Elizabeth Strickland,consequat.lectus.sit@sedliberoProin.co.uk,4
2,Madeson Johns,nulla.Integer.vulputate@sedpede.ca,5
2,Jenna Delaney,enim@atfringillapurus.edu,8
2,Serina Mccall,ac.urna.Ut@gravidamaurisut.net,1
2,Philip Blair,luctus@aultricies.org,2
2,Lana Mejia,ultrices@turpisvitae.net,9
2,Athena Bender,gravida@odioPhasellusat.net,9
2,Brielle Andrews,eu.odio@malesuadaaugueut.com,10
2,Deacon Monroe,Etiam.vestibulum@vel.com,2
2,Mary Mason,mi@leoMorbineque.edu,8
2,Lewis Alford,molestie.tellus.Aenean@Pellentesqueultricies.edu,1
2,Yuli Montgomery,metus.In.lorem@turpisegestas.edu,4
2,Geraldine Oneal,Sed.eu@nonlacinia.net,10
2,Rae Cotton,Class.aptent@Sed.edu,8
2,Ishmael Vega,nisi@purusaccumsaninterdum.edu,3
2,Zena Vaughn,amet.consectetuer.adipiscing@Duis.co.uk,7
2,Calvin Becker,scelerisque.sed@mitemporlorem.net,3
2,Ivana Stark,erat.volutpat@risusvarius.com,1
2,Rylee Barnes,pellentesque.massa@tellus.ca,6
2,Dorian Bird,mauris.sit@feugiatnon.edu,4
2,Lucius Yang,mauris.ut.mi@lacus.com,5
2,Dante Adams,hymenaeos.Mauris.ut@purus.co.uk,4
2,Emerald Hodge,Cum@arcuVivamus.co.uk,1
2,Aidan Munoz,ultrices.iaculis@vitaeposuereat.edu,2
2,Chester Ellison,risus.Duis.a@Phasellusfermentum.net,3
2,Giacomo Acevedo,lacus.Nulla.tincidunt@justo.edu,8
2,Jaden Peck,egestas.Duis.ac@lobortisrisus.co.uk,4
2,Amena Bartlett,magna.Ut.tincidunt@imperdiet.org,5
2,Giselle Pena,Aliquam@utipsum.org,8
2,Kennedy Valentine,Donec@et.co.uk,8
2,Ezekiel Church,Aenean.eget@tortor.co.uk,4
2,Eugenia Phillips,cursus.non@lobortisClassaptent.edu,4
2,Steven Richardson,tincidunt@Nulla.co.uk,1
2,Igor Benjamin,nibh@penatibus.org,5
2,Jasmine Nichols,euismod.ac.fermentum@antedictum.co.uk,3
2,Tyler Clements,mi@imperdietnonvestibulum.com,3
2,Chadwick Carlson,iaculis.lacus@magnatellus.ca,5
2,Shafira Vazquez,arcu.Sed@congueturpis.co.uk,6
2,Ryan Ortiz,erat@idmollisnec.net,5
2,Dai Montoya,Sed.molestie@ipsumdolorsit.net,3
2,Claudia Knowles,Etiam.laoreet@ornaretortor.edu,3
2,Calvin Hayes,lorem@Nunclectuspede.net,8
2,Libby Goodwin,Integer.tincidunt.aliquam@parturientmontes.ca,4
2,Rhea Clarke,et.tristique.pellentesque@mauris.net,5
2,Melyssa Bullock,Proin.mi@Suspendisse.co.uk,6
2,Sacha Floyd,sed.pede@estvitae.org,1
2,Christine Stanley,diam@Cras.net,7
2,Lev Fitzpatrick,Maecenas.mi@ultricesDuis.com,3
2,Aubrey Haney,risus.Donec@mollislectus.org,10
2,Eagan Brown,varius@egetmollis.org,7
2,Isaac Davidson,sociis@malesuadaaugue.ca,1
2,Ivy Mercado,turpis.In@Donec.ca,2
2,Rajah Warner,morbi@faucibus.ca,7
2,Joshua Bass,Phasellus.fermentum.convallis@penatibus.org,1
2,Miriam Salinas,varius.et.euismod@ametconsectetuer.net,8
2,Byron Stokes,luctus@sed.net,9
2,Vanna Jenkins,Nunc.pulvinar@velsapienimperdiet.net,10
2,Adria Bowen,facilisis.facilisis@Nuncac.com,1
2,Angelica Pace,tincidunt.dui@atauctorullamcorper.edu,2
2,Zephania Merrill,sit@Phasellus.co.uk,1
2,Nolan Walls,Suspendisse.tristique.neque@magnaSed.edu,6
2,Libby Ochoa,metus.Aenean.sed@arcuMorbisit.org,4
2,Clayton Johnson,ac.risus@mi.ca,1
2,Norman Berry,Phasellus.ornare@volutpatNulladignissim.co.uk,5
2,Ivy Sykes,semper.egestas.urna@vitae.org,4
2,Declan Leon,gravida@Ut.com,1
2,Aaron Conrad,Aliquam.ultrices.iaculis@dictummagnaUt.com,1
2,Wanda Fletcher,mauris@variusNamporttitor.ca,6
2,Megan Terry,ut@nequeSedeget.org,4
2,Delilah Cruz,sem.magna.nec@nec.org,2
2,Luke Wolf,nibh.Phasellus.nulla@disparturient.net,5
2,Noble Oneal,tempus.risus.Donec@Proin.org,10
2,Stacy Watts,vestibulum.nec@ornare.org,2
2,Kirestin Cervantes,faucibus.Morbi@turpisegestas.ca,7
2,Dillon Harding,litora@non.net,3
2,Chloe Perez,parturient.montes@congueaaliquet.edu,6
2,Bradley Lucas,turpis.Nulla@odio.ca,9
2,Rhonda Mendoza,erat.Vivamus@diamluctus.com,3
2,Joelle Reynolds,velit@loremeumetus.com,7
2,Chancellor Gillespie,diam@inconsectetueripsum.edu,8
2,Preston Dotson,augue@conubianostraper.co.uk,4
2,Jessica Waters,Vivamus.euismod@miAliquamgravida.edu,3
